
   WARN  Unable to respect the `PHP_CLI_SERVER_WORKERS` environment variable without the `--no-reload` flag. Only creating a single server.  

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-07-13 05:18:46 /api/v1/public/dates/collections ................................................... ~ 514.44ms
  2026-07-13 05:31:13 /api/v1/public/dates/gift-products ................................................. ~ 514.44ms
  2026-07-13 05:31:16 /api/v1/public/dates/products/corporate-dates-gift-box ............................. ~ 505.71ms
  2026-07-13 05:31:16 /api/v1/public/dates/products/corporate-dates-gift-box/availability ...................... ~ 1s
  2026-07-13 05:31:19 /api/v1/public/dates/cart .......................................................... ~ 516.75ms
  2026-07-13 05:31:19 /api/v1/public/dates/cart ............................................................ ~ 0.73ms
  2026-07-13 05:31:19 /api/v1/public/dates/cart/c102ca1e-070c-4a9d-9f78-5230198c93a3/items ............... ~ 510.35ms
  2026-07-13 05:31:19 /api/v1/public/dates/cart/c102ca1e-070c-4a9d-9f78-5230198c93a3/items ................. ~ 0.73ms
  2026-07-13 05:31:28 /api/v1/public/dates/products/classic-dates-box-500g ............................... ~ 505.18ms
  2026-07-13 05:31:28 /api/v1/public/dates/products/classic-dates-box-500g/availability ........................ ~ 1s
  2026-07-13 05:31:31 /api/v1/public/cms/menus/main ........................................................ ~ 0.94ms
  2026-07-13 05:31:31 /api/v1/public/business-units ...................................................... ~ 532.91ms
  2026-07-13 05:31:31 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 05:31:36 /api/v1/public/cms/pages/about ....................................................... ~ 0.98ms
  2026-07-13 05:31:43 /api/v1/public/cms/pages/contact ................................................... ~ 513.90ms
  2026-07-13 05:31:46 /api/v1/public/cms/pages/home ...................................................... ~ 505.11ms
  2026-07-13 05:31:51 /api/v1/public/cms/pages/home ...................................................... ~ 502.50ms
  2026-07-13 05:38:03 /api/v1/public/cms/pages/home ............................................................ ~ 1s
  2026-07-13 05:38:03 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 05:39:43 /api/v1/public/business-units ........................................................... ~ 21s
  2026-07-13 05:39:43 /api/v1/public/cms/pages/business-units ................................................. ~ 22s
  2026-07-13 05:45:07 /api/v1/public/business-units ...................................................... ~ 515.07ms
  2026-07-13 05:45:07 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 05:46:18 /api/v1/public/business-units ...................................................... ~ 514.95ms
  127.0.0.1:50237 Invalid request (An existing connection was forcibly closed by the remote host)
  2026-07-13 05:46:18 .................................................................................... ~ 523.46ms
  2026-07-13 05:48:16 /api/v1/public/business-units ...................................................... ~ 506.41ms
  127.0.0.1:56563 Invalid request (An existing connection was forcibly closed by the remote host)
  2026-07-13 05:48:16 .................................................................................... ~ 512.17ms
  2026-07-13 05:49:40 /api/v1/public/business-units ...................................................... ~ 515.70ms
  127.0.0.1:49823 Invalid request (An existing connection was forcibly closed by the remote host)
  2026-07-13 05:49:40 .................................................................................... ~ 521.52ms
  2026-07-13 05:49:56 /api/v1/health ..................................................................... ~ 515.16ms
  2026-07-13 05:49:59 /api/v1/public/cms/menus/main ...................................................... ~ 505.66ms
  2026-07-13 05:49:59 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 05:50:00 /api/v1/public/cms/pages/home ........................................................ ~ 0.70ms
  2026-07-13 05:50:02 /api/v1/health ..................................................................... ~ 505.99ms
  2026-07-13 05:50:02 /api/v1/public/cms/menus/main ...................................................... ~ 511.78ms
  2026-07-13 05:50:02 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 05:50:03 /api/v1/public/cms/pages/home ........................................................ ~ 1.92ms
  2026-07-13 05:50:05 /api/v1/public/business-units/dates ................................................ ~ 514.28ms
  2026-07-13 05:50:05 /api/v1/public/cms/business-units/dates/page ....................................... ~ 512.51ms
  2026-07-13 05:50:06 /api/v1/public/dates/products ...................................................... ~ 510.89ms
  2026-07-13 05:50:07 /api/v1/public/dates/collections ................................................... ~ 513.62ms
  2026-07-13 05:50:07 /api/v1/public/business-units/oils ................................................... ~ 0.94ms
  2026-07-13 05:50:08 /api/v1/public/cms/business-units/oils/page ........................................ ~ 512.08ms
  2026-07-13 05:50:08 /api/v1/public/oils/products ......................................................... ~ 0.74ms
  2026-07-13 05:50:08 /api/v1/public/oils/collections .................................................... ~ 512.69ms
  2026-07-13 05:50:09 /api/v1/public/real-estate/real-estate/projects .......................................... ~ 1s
  2026-07-13 05:50:09 /api/v1/public/real-estate/real-estate/units ............................................. ~ 1s
  2026-07-13 05:50:11 /api/v1/auth/login ....................................................................... ~ 3s
  2026-07-13 05:50:14 /api/v1/auth/me .......................................................................... ~ 1s
  2026-07-13 05:50:15 /api/v1/public/cms/pages ........................................................... ~ 513.16ms
  2026-07-13 05:50:16 /api/v1/public/cms/menus/main ...................................................... ~ 507.92ms
  2026-07-13 05:50:16 /api/v1/public/contact-inquiries ................................................... ~ 518.56ms
  2026-07-13 05:50:16 /api/v1/cms/contact-inquiries ........................................................ ~ 1.31ms
  2026-07-13 05:50:17 /api/v1/public/dates/products ........................................................ ~ 0.86ms
  2026-07-13 05:50:17 /api/v1/public/oils/products ....................................................... ~ 512.08ms
  2026-07-13 05:50:18 /api/v1/public/dates/cart ................................................................ ~ 1s
  2026-07-13 05:50:19 /api/v1/public/dates/cart/db59314b-e7de-4d82-9a71-e44b3b30ba0d/items ..................... ~ 1s
  2026-07-13 05:50:20 /api/v1/public/dates/checkout ............................................................ ~ 1s
  2026-07-13 05:50:21 /api/v1/public/dates/orders/DAT-202607-000002 ...................................... ~ 509.45ms
  2026-07-13 05:50:22 /api/v1/public/dates/payment-methods ............................................... ~ 510.71ms
  2026-07-13 05:50:22 /api/v1/public/dates/orders/DAT-202607-000002/paymob/initiate ...................... ~ 510.89ms
  2026-07-13 05:50:23 /api/v1/payments/paymob/callback ................................................... ~ 516.72ms
  2026-07-13 05:50:23 /api/v1/public/dates/orders/DAT-202607-000002/manual-payment-proofs ................ ~ 512.06ms
  2026-07-13 05:50:24 /api/v1/payments/manual-proofs ..................................................... ~ 511.66ms
  2026-07-13 05:50:24 /api/v1/payments/manual-proofs/2/approve ........................................... ~ 510.78ms
  2026-07-13 05:50:25 /api/v1/payments/manual-proofs/2/approve ............................................. ~ 0.68ms
  2026-07-13 05:50:25 /api/v1/inventory/summary ................................................................ ~ 1s
  2026-07-13 05:50:26 /api/v1/inventory/warehouses ......................................................... ~ 0.82ms
  2026-07-13 05:50:26 /api/v1/inventory/stock-items ...................................................... ~ 505.90ms
  2026-07-13 05:50:27 /api/v1/inventory/stock-items/receive .............................................. ~ 513.60ms
  2026-07-13 05:50:27 /api/v1/inventory/stock-items/adjust ............................................... ~ 512.86ms
  2026-07-13 05:50:27 /api/v1/commerce/orders/3/cancel ................................................... ~ 512.14ms
  2026-07-13 05:50:28 /api/v1/auth/login ................................................................. ~ 511.59ms
  2026-07-13 05:50:29 /api/v1/public/oils/wholesale/products ............................................. ~ 510.49ms
  2026-07-13 05:50:29 /api/v1/public/oils/wholesale/access ............................................... ~ 514.32ms
  2026-07-13 05:50:30 /api/v1/public/oils/wholesale/products ................................................... ~ 1s
  2026-07-13 05:50:30 /api/v1/public/oils/cart ........................................................... ~ 501.87ms
  2026-07-13 05:50:31 /api/v1/public/oils/cart/25552bab-e372-4024-8b1c-7e6b547402a8/items ................ ~ 513.18ms
  2026-07-13 05:50:32 /api/v1/public/oils/cart/25552bab-e372-4024-8b1c-7e6b547402a8/items ................ ~ 511.87ms
  2026-07-13 05:50:32 /api/v1/public/oils/checkout ....................................................... ~ 514.85ms
  2026-07-13 05:50:33 /api/v1/public/oils/wholesale/apply ................................................ ~ 511.82ms
  2026-07-13 05:50:33 /api/v1/wholesale/applications ..................................................... ~ 508.03ms
  2026-07-13 05:50:34 /api/v1/public/real-estate/real-estate/projects ...................................... ~ 0.94ms
  2026-07-13 05:50:34 /api/v1/public/real-estate/real-estate/units ....................................... ~ 505.49ms
  2026-07-13 05:50:34 /api/v1/public/real-estate/real-estate/leads ....................................... ~ 512.17ms
  2026-07-13 05:50:34 /api/v1/public/real-estate/real-estate/viewing-requests .............................. ~ 0.78ms
  2026-07-13 05:50:35 /api/v1/public/real-estate/real-estate/reservation-interests ....................... ~ 508.27ms
  2026-07-13 05:50:35 /api/v1/public/real-estate/real-estate/reservation-interests ....................... ~ 513.74ms
  2026-07-13 05:50:36 /api/v1/real-estate/leads ............................................................ ~ 0.88ms
  2026-07-13 05:50:36 /api/v1/public/import-export/services .............................................. ~ 507.59ms
  2026-07-13 05:50:36 /api/v1/public/import-export/rfq-requests .......................................... ~ 510.96ms
  2026-07-13 05:50:37 /api/v1/public/import-export/rfq-requests/RFQ-IMP-20260713025037-681/status ........ ~ 510.70ms
  2026-07-13 05:50:37 /api/v1/public/import-export/rfq-requests/RFQ-IMP-20260713025037-681/status .......... ~ 0.70ms
  2026-07-13 05:50:38 /api/v1/auth/login ....................................................................... ~ 1s
  2026-07-13 05:50:38 /api/v1/services-rfq/rfq-requests .................................................... ~ 0.74ms
  2026-07-13 05:50:39 /api/v1/services-rfq/rfq-requests/2/quotations ..................................... ~ 508.46ms
  2026-07-13 05:50:39 /api/v1/services-rfq/quotations/2/send ............................................. ~ 513.88ms
  2026-07-13 05:50:39 /api/v1/reports/executive-summary .................................................. ~ 508.02ms
  2026-07-13 05:50:40 /api/v1/reports/commerce/orders/export ............................................... ~ 0.77ms
  2026-07-13 05:50:40 /api/v1/audit-logs ................................................................. ~ 509.43ms
  2026-07-13 05:50:40 /api/v1/inventory/summary .......................................................... ~ 511.29ms
  2026-07-13 05:50:41 /api/v1/wholesale/applications ....................................................... ~ 0.86ms
  2026-07-13 05:50:41 /api/v1/services-rfq/rfq-requests .................................................. ~ 503.44ms
  2026-07-13 05:50:41 /api/v1/auth/logout .................................................................. ~ 0.84ms
  2026-07-13 05:50:42 /api/v1/auth/login ....................................................................... ~ 1s
  2026-07-13 05:51:22 /api/v1/public/cms/menus/main ...................................................... ~ 505.48ms
  2026-07-13 05:51:22 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 05:51:23 /api/v1/public/cms/pages/home ........................................................ ~ 0.87ms
  2026-07-13 05:51:26 /api/v1/public/cms/menus/main ...................................................... ~ 506.19ms
  2026-07-13 05:51:26 /api/v1/public/business-units ...................................................... ~ 511.01ms
  2026-07-13 05:51:26 /api/v1/public/cms/pages/home ...................................................... ~ 512.32ms
  2026-07-13 05:51:29 /api/v1/public/oils/products ....................................................... ~ 515.95ms
  2026-07-13 05:51:29 /api/v1/public/oils/categories ........................................................... ~ 1s
  2026-07-13 05:51:29 /api/v1/public/oils/brands ............................................................... ~ 1s
  2026-07-13 05:51:33 /api/v1/public/real-estate/real-estate/projects .................................... ~ 507.65ms
  2026-07-13 05:51:33 /api/v1/public/real-estate/real-estate/units ............................................. ~ 1s
  2026-07-13 05:51:36 /api/v1/auth/login ................................................................. ~ 505.04ms
  2026-07-13 05:51:36 /api/v1/auth/login ................................................................. ~ 500.83ms
  2026-07-13 05:51:38 /api/v1/public/business-units ...................................................... ~ 516.46ms
  2026-07-13 05:51:38 /api/v1/public/cms/pages/business-units ............................................ ~ 520.06ms
  2026-07-13 05:51:38 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 05:53:08 /api/v1/public/business-units ...................................................... ~ 513.43ms
  127.0.0.1:63510 Invalid request (An existing connection was forcibly closed by the remote host)
  2026-07-13 05:53:08 .................................................................................... ~ 518.15ms
  2026-07-13 05:53:34 /api/v1/public/cms/menus/main ...................................................... ~ 512.14ms
  2026-07-13 05:53:34 /api/v1/public/business-units ...................................................... ~ 515.99ms
  2026-07-13 05:53:35 /api/v1/public/cms/pages/home ...................................................... ~ 516.88ms
  2026-07-13 05:53:40 /api/v1/auth/login ................................................................. ~ 502.80ms
  2026-07-13 05:53:40 /api/v1/auth/login ................................................................. ~ 508.45ms
  2026-07-13 05:55:03 /api/v1/public/business-units ...................................................... ~ 514.20ms
  127.0.0.1:58228 Invalid request (An existing connection was forcibly closed by the remote host)
  2026-07-13 05:55:03 .................................................................................... ~ 519.18ms
  2026-07-13 05:56:10 /api/v1/health ..................................................................... ~ 513.90ms
  2026-07-13 05:56:14 /api/v1/public/cms/menus/main ...................................................... ~ 545.04ms
  2026-07-13 05:56:14 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 05:56:15 /api/v1/public/cms/pages/home ...................................................... ~ 512.86ms
  2026-07-13 05:58:26 /api/v1/public/business-units ...................................................... ~ 514.58ms
  2026-07-13 05:58:26 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 05:58:26 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 05:58:59 /api/v1/public/business-units ...................................................... ~ 507.72ms
  2026-07-13 05:58:59 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 05:59:04 /api/v1/public/business-units ...................................................... ~ 509.18ms
  2026-07-13 05:59:04 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 05:59:06 /api/v1/public/cms/pages/about ....................................................... ~ 0.88ms
  2026-07-13 05:59:09 /api/v1/public/business-units ........................................................ ~ 0.90ms
  2026-07-13 05:59:09 /api/v1/public/cms/pages/home ...................................................... ~ 509.73ms
  2026-07-13 06:00:52 /api/v1/public/cms/menus/main ...................................................... ~ 515.85ms
  2026-07-13 06:00:52 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:00:53 /api/v1/public/cms/pages/home ........................................................ ~ 0.93ms
  2026-07-13 06:00:57 /api/v1/public/business-units/import-export ........................................ ~ 508.76ms
  2026-07-13 06:00:57 /api/v1/public/cms/business-units/import-export/page ............................... ~ 513.23ms
  2026-07-13 06:07:56 /api/v1/public/cms/pages/about ..................................................... ~ 504.83ms
  2026-07-13 06:08:01 /api/v1/public/business-units ........................................................ ~ 1.28ms
  2026-07-13 06:08:02 /api/v1/public/cms/pages/home ...................................................... ~ 509.83ms
  2026-07-13 06:13:26 /api/v1/public/cms/menus/main ...................................................... ~ 503.17ms
  2026-07-13 06:13:26 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:13:27 /api/v1/public/cms/pages/home ...................................................... ~ 511.19ms
  2026-07-13 06:13:31 /api/v1/public/cms/menus/main ........................................................ ~ 1.43ms
  2026-07-13 06:13:31 /api/v1/public/business-units ...................................................... ~ 525.32ms
  2026-07-13 06:13:32 /api/v1/public/cms/pages/home ...................................................... ~ 506.82ms
  2026-07-13 06:13:35 /api/v1/public/cms/menus/main ...................................................... ~ 506.21ms
  2026-07-13 06:13:35 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:13:35 /api/v1/public/cms/pages/home ........................................................ ~ 0.68ms
  2026-07-13 06:13:38 /api/v1/public/business-units ...................................................... ~ 510.62ms
  2026-07-13 06:13:38 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 06:13:39 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 06:13:43 /api/v1/public/business-units ...................................................... ~ 528.68ms
  2026-07-13 06:13:43 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 06:13:43 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 06:13:47 /api/v1/public/business-units/oils ................................................. ~ 507.13ms
  2026-07-13 06:13:48 /api/v1/public/cms/business-units/oils/page ........................................ ~ 520.84ms
  2026-07-13 06:13:48 /api/v1/public/oils/products ......................................................... ~ 0.78ms
  2026-07-13 06:13:49 /api/v1/public/oils/collections .................................................... ~ 506.25ms
  2026-07-13 06:13:52 /api/v1/public/business-units/dates ................................................ ~ 514.21ms
  2026-07-13 06:13:52 /api/v1/public/cms/business-units/dates/page ....................................... ~ 518.51ms
  2026-07-13 06:13:52 /api/v1/public/dates/products ...................................................... ~ 509.31ms
  2026-07-13 06:13:53 /api/v1/public/dates/collections ................................................... ~ 531.18ms
  2026-07-13 06:13:56 /api/v1/public/business-units/real-estate ............................................ ~ 0.90ms
  2026-07-13 06:13:56 /api/v1/public/cms/business-units/real-estate/page ................................. ~ 524.14ms
  2026-07-13 06:13:59 /api/v1/public/business-units/import-export ........................................ ~ 524.20ms
  2026-07-13 06:14:00 /api/v1/public/cms/business-units/import-export/page ............................... ~ 519.31ms
  2026-07-13 06:16:17 /api/v1/public/business-units/real-estate .......................................... ~ 512.42ms
  2026-07-13 06:16:17 /api/v1/public/cms/business-units/real-estate/page ................................. ~ 511.46ms
  2026-07-13 06:16:43 /api/v1/public/business-units ...................................................... ~ 510.45ms
  2026-07-13 06:16:43 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 06:16:50 /api/v1/public/business-units/dates .................................................. ~ 0.89ms
  2026-07-13 06:16:50 /api/v1/public/cms/business-units/dates/page ....................................... ~ 507.67ms
  2026-07-13 06:16:51 /api/v1/public/dates/products ...................................................... ~ 511.29ms
  2026-07-13 06:16:51 /api/v1/public/dates/collections ................................................... ~ 516.21ms
  2026-07-13 06:16:57 /api/v1/public/dates/collections ................................................... ~ 520.22ms
  2026-07-13 06:17:06 /api/v1/public/dates/products/premium-medjool-dates-1kg ............................ ~ 517.50ms
  2026-07-13 06:17:06 /api/v1/public/dates/products/premium-medjool-dates-1kg/availability ..................... ~ 1s
  2026-07-13 06:17:22 /api/v1/public/cms/menus/main ...................................................... ~ 501.96ms
  2026-07-13 06:17:22 /api/v1/public/business-units ...................................................... ~ 506.40ms
  2026-07-13 06:17:23 /api/v1/public/cms/pages/home ...................................................... ~ 518.19ms
  2026-07-13 06:17:26 /api/v1/public/cms/menus/main ........................................................ ~ 0.89ms
  2026-07-13 06:17:26 /api/v1/public/business-units ...................................................... ~ 520.16ms
  2026-07-13 06:17:27 /api/v1/public/cms/pages/home ...................................................... ~ 566.87ms
  2026-07-13 06:17:30 /api/v1/public/cms/menus/main ...................................................... ~ 543.13ms
  2026-07-13 06:17:30 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:17:31 /api/v1/public/cms/pages/home ...................................................... ~ 568.87ms
  2026-07-13 06:17:34 /api/v1/public/business-units ...................................................... ~ 524.83ms
  2026-07-13 06:17:34 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 06:17:34 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 06:17:38 /api/v1/public/business-units ...................................................... ~ 513.54ms
  2026-07-13 06:17:38 /api/v1/public/cms/pages/business-units ............................................ ~ 518.53ms
  2026-07-13 06:17:38 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 06:17:42 /api/v1/public/business-units/oils ................................................. ~ 521.44ms
  2026-07-13 06:17:43 /api/v1/public/cms/business-units/oils/page ........................................ ~ 519.29ms
  2026-07-13 06:17:43 /api/v1/public/oils/products ....................................................... ~ 517.25ms
  2026-07-13 06:17:44 /api/v1/public/oils/collections .................................................... ~ 587.63ms
  2026-07-13 06:17:47 /api/v1/public/business-units/dates ................................................ ~ 551.42ms
  2026-07-13 06:17:47 /api/v1/public/cms/business-units/dates/page ....................................... ~ 510.08ms
  2026-07-13 06:17:48 /api/v1/public/dates/products ...................................................... ~ 584.79ms
  2026-07-13 06:17:48 /api/v1/public/dates/collections ..................................................... ~ 7.18ms
  2026-07-13 06:17:51 /api/v1/public/business-units/real-estate .......................................... ~ 516.60ms
  2026-07-13 06:17:52 /api/v1/public/cms/business-units/real-estate/page ................................. ~ 517.24ms
  2026-07-13 06:17:55 /api/v1/public/business-units/import-export .......................................... ~ 1.24ms
  2026-07-13 06:17:55 /api/v1/public/cms/business-units/import-export/page ............................... ~ 544.87ms
  2026-07-13 06:21:21 /api/v1/public/cms/menus/main ...................................................... ~ 514.53ms
  2026-07-13 06:21:21 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:21:23 /api/v1/public/cms/pages/home ...................................................... ~ 574.43ms
  2026-07-13 06:21:26 /api/v1/public/cms/menus/main ...................................................... ~ 558.11ms
  2026-07-13 06:21:26 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:21:28 /api/v1/public/cms/pages/home ........................................................ ~ 0.78ms
  2026-07-13 06:21:32 /api/v1/public/cms/menus/main ...................................................... ~ 526.97ms
  2026-07-13 06:21:32 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:21:33 /api/v1/public/cms/pages/home ...................................................... ~ 509.53ms
  2026-07-13 06:21:37 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:21:37 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 06:21:37 /api/v1/public/cms/menus/main ............................................................ ~ 2s
  2026-07-13 06:21:42 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:21:42 /api/v1/public/cms/pages/business-units .................................................. ~ 2s
  2026-07-13 06:21:42 /api/v1/public/cms/menus/main ............................................................ ~ 3s
  2026-07-13 06:21:50 /api/v1/public/business-units/oils ................................................. ~ 504.88ms
  2026-07-13 06:21:50 /api/v1/public/cms/business-units/oils/page ........................................ ~ 531.26ms
  2026-07-13 06:21:51 /api/v1/public/oils/products ............................................................. ~ 1s
  2026-07-13 06:21:51 /api/v1/public/oils/collections .................................................... ~ 521.55ms
  2026-07-13 06:21:55 /api/v1/public/business-units/dates ................................................ ~ 507.55ms
  2026-07-13 06:21:56 /api/v1/public/cms/business-units/dates/page ......................................... ~ 0.79ms
  2026-07-13 06:21:56 /api/v1/public/dates/products ...................................................... ~ 511.37ms
  2026-07-13 06:21:57 /api/v1/public/dates/collections ................................................... ~ 516.17ms
  2026-07-13 06:22:00 /api/v1/public/business-units/real-estate .......................................... ~ 515.01ms
  2026-07-13 06:22:00 /api/v1/public/cms/business-units/real-estate/page ................................. ~ 560.46ms
  2026-07-13 06:22:04 /api/v1/public/business-units/import-export ........................................ ~ 536.00ms
  2026-07-13 06:22:04 /api/v1/public/cms/business-units/import-export/page ............................... ~ 509.68ms
  2026-07-13 06:22:09 /api/v1/auth/login ................................................................. ~ 521.26ms
  2026-07-13 06:22:10 /api/v1/auth/login ....................................................................... ~ 1s
  2026-07-13 06:22:16 /api/v1/auth/login ................................................................. ~ 527.61ms
  2026-07-13 06:22:17 /api/v1/auth/login ....................................................................... ~ 2s
  2026-07-13 06:22:22 /api/v1/public/cms/menus/main ...................................................... ~ 510.18ms
  2026-07-13 06:22:22 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:22:24 /api/v1/public/cms/pages/home ........................................................ ~ 0.77ms
  2026-07-13 06:22:39 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:22:39 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 06:22:39 /api/v1/public/cms/menus/main ............................................................ ~ 2s
  2026-07-13 06:22:47 /api/v1/auth/login ................................................................. ~ 510.13ms
  2026-07-13 06:22:48 /api/v1/auth/login ....................................................................... ~ 1s
  2026-07-13 06:22:51 /api/v1/public/cms/menus/main ...................................................... ~ 532.90ms
  2026-07-13 06:22:51 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:22:53 /api/v1/public/cms/pages/home ............................................................ ~ 1s
  2026-07-13 06:22:56 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:22:56 /api/v1/public/cms/pages/business-units .................................................. ~ 2s
  2026-07-13 06:22:56 /api/v1/public/cms/menus/main ............................................................ ~ 2s
  2026-07-13 06:23:02 /api/v1/auth/login ................................................................. ~ 502.71ms
  2026-07-13 06:23:03 /api/v1/auth/login ................................................................. ~ 510.93ms
  2026-07-13 06:23:07 /api/v1/public/cms/menus/main ...................................................... ~ 516.80ms
  2026-07-13 06:23:07 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:23:08 /api/v1/public/cms/pages/home ...................................................... ~ 529.37ms
  2026-07-13 06:23:11 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:23:11 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 06:23:11 /api/v1/public/cms/menus/main ............................................................ ~ 2s
  2026-07-13 06:23:16 /api/v1/auth/login ................................................................... ~ 0.86ms
  2026-07-13 06:23:16 /api/v1/auth/login ....................................................................... ~ 1s
  2026-07-13 06:23:20 /api/v1/public/cms/menus/main ...................................................... ~ 519.80ms
  2026-07-13 06:23:20 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:23:22 /api/v1/public/cms/pages/home ...................................................... ~ 533.23ms
  2026-07-13 06:23:25 /api/v1/public/business-units ...................................................... ~ 514.03ms
  2026-07-13 06:23:25 /api/v1/public/cms/pages/business-units ............................................ ~ 517.82ms
  2026-07-13 06:23:25 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 06:23:29 /api/v1/auth/login ................................................................. ~ 516.14ms
  2026-07-13 06:23:29 /api/v1/auth/login ................................................................. ~ 515.99ms
  2026-07-13 06:23:33 /api/v1/public/cms/menus/main ...................................................... ~ 515.31ms
  2026-07-13 06:23:33 /api/v1/public/business-units ...................................................... ~ 519.97ms
  2026-07-13 06:23:34 /api/v1/public/cms/pages/home ...................................................... ~ 518.44ms
  2026-07-13 06:23:36 /api/v1/public/business-units ...................................................... ~ 509.91ms
  2026-07-13 06:23:36 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 06:23:36 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 06:23:41 /api/v1/auth/login ................................................................. ~ 503.97ms
  2026-07-13 06:23:41 /api/v1/auth/login ................................................................. ~ 531.03ms
  2026-07-13 06:23:45 /api/v1/public/cms/menus/main ...................................................... ~ 505.51ms
  2026-07-13 06:23:45 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:23:46 /api/v1/public/cms/pages/home ........................................................ ~ 1.95ms
  2026-07-13 06:23:49 /api/v1/public/business-units ...................................................... ~ 545.35ms
  2026-07-13 06:23:49 /api/v1/public/cms/pages/business-units ............................................ ~ 549.98ms
  2026-07-13 06:23:49 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 06:23:53 /api/v1/auth/login ................................................................. ~ 502.93ms
  2026-07-13 06:23:54 /api/v1/auth/login ................................................................. ~ 509.24ms
  2026-07-13 06:23:57 /api/v1/public/cms/menus/main ...................................................... ~ 515.77ms
  2026-07-13 06:23:57 /api/v1/public/business-units ...................................................... ~ 520.96ms
  2026-07-13 06:23:58 /api/v1/public/cms/pages/home ...................................................... ~ 505.75ms
  2026-07-13 06:24:00 /api/v1/public/business-units ...................................................... ~ 505.06ms
  2026-07-13 06:24:00 /api/v1/public/cms/pages/business-units ............................................ ~ 509.43ms
  2026-07-13 06:24:00 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 06:24:05 /api/v1/auth/login ................................................................. ~ 504.47ms
  2026-07-13 06:24:05 /api/v1/auth/login ................................................................. ~ 512.35ms
  2026-07-13 06:24:08 /api/v1/public/cms/menus/main ...................................................... ~ 508.98ms
  2026-07-13 06:24:08 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:24:09 /api/v1/public/cms/pages/home ........................................................ ~ 0.79ms
  2026-07-13 06:24:12 /api/v1/public/business-units ...................................................... ~ 506.20ms
  2026-07-13 06:24:12 /api/v1/public/cms/pages/business-units ............................................ ~ 510.67ms
  2026-07-13 06:24:12 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 06:24:16 /api/v1/auth/login ................................................................... ~ 1.05ms
  2026-07-13 06:24:16 /api/v1/auth/login ................................................................. ~ 512.93ms
  2026-07-13 06:24:19 /api/v1/public/cms/menus/main ...................................................... ~ 515.26ms
  2026-07-13 06:24:19 /api/v1/public/business-units ...................................................... ~ 519.18ms
